packet_rate,duration,bytes_sent,bytes_received,label
68.27,3.29,4040.03,2513.45,normal
44.93,3.6,2518.04,2494.9,normal
120.32,0.24,5690.45,931.86,dos
84.39,3.73,772.47,1375.1,normal
100.0,2.0,3612.69,193.5,dos
72.39,2.38,2040.67,2368.41,normal
65.11,4.14,1197.83,985.75,normal
255.79,2.42,5803.33,697.02,dos
29.76,9.18,1543.86,2162.96,normal
58.78,8.9,1408.42,2965.39,normal
288.21,1.54,5905.53,720.31,dos
62.22,0.88,2852.82,3588.68,normal
66.61,2.13,679.3,2571.59,normal
270.19,0.1,5373.78,946.53,dos
219.16,0.1,7597.65,1566.32,dos
269.31,2.12,7250.78,1143.67,dos
469.42,2.28,3598.31,415.8,dos
176.18,0.75,5622.63,288.43,dos
57.5,4.95,4003.67,4028.87,normal
46.62,2.49,2405.69,2632.56,normal
10.78,8.81,1490.74,515.16,normal
235.6,0.81,3447.23,321.7,dos
214.42,0.72,4716.66,466.6,dos
234.51,3.3,4767.63,479.67,dos
48.7,5.89,4036.42,2458.82,normal
57.23,5.79,1805.05,4033.16,normal
38.71,7.01,2393.67,2703.45,normal
92.96,2.16,1906.6,1367.84,normal
302.48,1.52,4708.72,1584.12,dos
224.0,1.14,4070.99,1336.05,dos
71.01,4.55,3519.57,1478.09,normal
366.63,1.74,2583.12,1374.61,dos
89.71,5.96,1437.2,3579.8,normal
310.83,0.46,6292.11,1481.65,dos
58.86,6.38,4124.14,3634.83,normal
67.39,4.81,1488.28,2742.14,normal
49.96,6.82,1643.55,1926.12,normal
81.73,6.82,1636.63,1115.61,normal
246.78,1.29,4490.05,1082.49,dos
81.49,3.12,2336.95,1688.36,normal
172.46,1.32,2000.0,1486.12,dos
86.1,0.5,2791.12,3810.47,normal
28.2,6.96,3746.47,3150.71,normal
164.3,0.72,2003.37,968.04,dos
330.91,2.69,8244.74,1940.53,dos
88.39,1.76,2983.02,1934.81,normal
32.85,2.89,3732.48,1586.25,normal
77.39,0.87,2061.06,5697.54,normal
66.01,7.6,4741.64,958.7,normal
118.0,3.52,1472.2,1081.73,normal
298.47,2.76,5889.25,1299.99,dos
72.23,6.3,1379.83,3256.82,normal
72.27,6.52,2945.45,2255.34,normal
78.94,5.75,3890.17,1771.51,normal
256.37,1.76,2000.0,100.0,dos
80.87,4.63,3022.06,2788.28,normal
175.43,0.64,4957.47,895.08,dos
317.23,1.45,4874.82,403.42,dos
68.15,3.8,4153.57,2334.66,normal
181.07,2.57,3757.84,100.0,dos
294.09,0.1,5050.71,1309.0,dos
215.43,0.59,4365.47,1130.77,dos
332.91,1.44,2770.33,1710.99,dos
60.26,8.3,2315.8,2709.24,normal
35.05,3.46,2407.33,1289.76,normal
15.77,2.65,1215.44,3249.53,normal
175.43,1.68,3593.43,936.79,dos
78.28,2.05,4607.65,2130.52,normal
57.62,4.3,1539.65,2741.11,normal
66.05,5.03,921.04,3609.79,normal
253.6,3.88,3965.41,100.0,dos
187.24,1.67,7515.97,1162.21,dos
72.84,2.15,4368.59,1852.82,normal
66.4,6.74,4309.97,3019.66,normal
239.85,2.65,5700.03,1066.06,dos
295.35,0.1,8500.01,1054.99,dos
72.6,1.68,3923.7,3501.99,normal
60.68,4.51,2205.02,2778.15,normal
69.43,5.5,1896.51,2598.44,normal
251.98,2.03,6940.24,1108.55,dos
230.64,1.6,8153.24,100.0,dos
282.38,1.42,6252.64,1117.91,dos
237.1,1.82,10156.29,808.6,dos
11.01,2.94,2124.49,897.17,normal
360.23,3.45,6354.38,718.91,dos
38.29,7.57,1978.32,1136.4,normal
281.71,2.05,3316.94,1630.47,dos
299.9,0.1,3352.38,1207.31,dos
538.91,2.64,5108.41,821.62,dos
27.99,1.04,1159.67,1985.68,normal
214.39,0.31,3400.38,945.17,dos
214.58,0.1,9847.91,893.62,dos
249.9,1.0,7962.62,464.72,dos
76.98,6.6,3074.42,3091.54,normal
70.11,0.5,1761.62,3481.44,normal
29.95,5.55,2316.3,3948.36,normal
406.29,0.1,6030.26,1544.25,dos
101.64,3.12,2005.1,2579.12,normal
85.16,1.3,500.0,2433.29,normal
71.88,9.99,4317.1,3217.71,normal
58.04,1.36,2579.02,2927.24,normal
33.83,5.99,2309.02,2281.67,normal
77.52,8.83,2123.26,3021.05,normal
375.02,1.47,8928.18,1376.24,dos
60.21,5.06,3234.89,1822.77,normal
66.59,0.5,2724.48,4657.05,normal
312.08,2.37,9017.01,307.89,dos
416.25,1.75,7560.65,100.0,dos
59.02,9.48,2076.26,3895.58,normal
100.0,1.31,2943.92,100.0,dos
100.0,2.24,9121.91,543.76,dos
246.97,1.38,5739.73,523.71,dos
271.69,0.67,3824.3,708.52,dos
72.72,7.09,2758.04,4080.82,normal
262.56,1.42,6857.54,584.69,dos
40.63,3.67,904.71,821.97,normal
111.32,7.2,2681.46,3102.27,normal
31.75,4.16,1044.71,2756.82,normal
179.98,0.86,6226.2,990.24,dos
258.77,0.97,10063.9,316.58,dos
204.47,1.76,9492.21,434.84,dos
27.19,0.77,2339.93,2371.45,normal
47.98,0.5,3607.7,2889.41,normal
52.07,5.06,3935.38,2491.32,normal
100.41,4.12,4714.48,2917.87,normal
148.46,2.11,5552.82,801.67,dos
249.28,2.45,4374.83,408.22,dos
83.78,12.59,1215.09,3001.22,normal
102.77,1.92,2661.76,1494.42,normal
232.6,1.55,6580.68,866.59,dos
48.51,0.5,1366.22,5234.22,normal
78.49,7.66,500.0,3430.28,normal
52.06,2.67,3349.35,1891.57,normal
338.34,2.75,9716.82,817.21,dos
267.34,2.67,4448.61,1551.48,dos
71.05,3.21,3486.31,2817.79,normal
20.73,4.84,3160.98,702.57,normal
76.62,2.05,2543.01,3615.03,normal
290.77,1.44,6793.61,863.68,dos
223.78,4.07,3846.02,1408.59,dos
65.32,4.34,500.0,2766.85,normal
326.25,0.85,4959.7,1165.88,dos
290.6,0.1,7424.07,1029.12,dos
176.25,0.59,7812.91,1242.48,dos
339.45,0.1,6408.98,2009.33,dos
229.02,2.9,4994.34,426.36,dos
201.63,1.34,6758.32,980.08,dos
27.82,4.66,997.69,4484.36,normal
119.05,2.25,6255.09,387.18,dos
193.85,0.89,6004.34,936.82,dos
302.05,0.16,4781.73,973.53,dos
90.01,2.91,3735.48,2659.01,normal
72.57,4.3,1977.77,1937.98,normal
69.74,1.96,1174.4,3356.48,normal
285.27,1.31,4280.48,273.76,dos
20.45,7.25,500.0,1228.58,normal
341.03,0.68,7588.19,100.0,dos
10.0,3.7,2172.22,2501.99,normal
158.86,1.83,4138.41,1107.04,dos
241.08,0.5,5015.87,1486.61,dos
375.03,1.93,2023.48,1443.85,dos
370.23,1.93,9751.82,1786.77,dos
62.88,3.64,4306.24,2383.4,normal
335.16,2.19,5109.77,650.71,dos
307.84,2.31,3408.74,813.75,dos
360.82,1.77,6648.64,1439.38,dos
68.69,0.5,500.0,1048.81,normal
252.57,2.83,7129.11,155.6,dos
103.68,11.3,1306.27,2994.54,normal
99.72,1.07,2907.43,3052.51,normal
228.39,1.62,2477.7,1127.79,dos
40.81,7.46,2199.0,1085.88,normal
326.95,0.61,6751.17,898.98,dos
75.05,4.93,1792.29,3729.22,normal
163.05,2.04,5231.78,868.5,dos
55.6,7.06,500.0,1647.67,normal
13.7,1.89,1434.44,2272.27,normal
100.0,2.23,7244.61,168.7,dos
181.19,3.07,8542.95,1217.23,dos
72.57,5.45,1563.03,5106.39,normal
85.63,6.33,2847.8,4017.9,normal
89.07,5.78,2349.05,3245.51,normal
96.21,10.92,2574.08,2878.6,normal
234.11,1.71,8856.56,1574.45,dos
320.44,0.1,5554.82,100.0,dos
266.59,1.64,4999.69,1056.34,dos
222.13,1.39,8717.49,1817.09,dos
161.42,1.84,4772.68,1254.01,dos
39.76,0.57,2355.23,500.0,normal
73.81,3.57,4632.75,1856.38,normal
255.89,0.25,3804.66,114.72,dos
152.87,0.53,7350.6,1429.59,dos
96.82,7.55,910.2,1454.19,normal
359.19,1.71,4563.89,683.88,dos
53.08,3.6,3176.41,949.83,normal
377.45,1.02,7840.43,800.64,dos
49.22,1.62,3231.78,2478.2,normal
71.69,3.62,1813.72,5480.52,normal
391.3,2.27,7232.11,509.35,dos
407.95,0.86,10230.01,675.28,dos
100.0,2.5,3402.1,1000.2,dos
26.92,2.39,500.0,3589.71,normal
274.24,2.05,7770.09,364.05,dos
267.57,1.28,7599.9,1025.59,dos
66.91,0.5,2055.16,3360.6,normal
23.2,9.55,3766.07,1222.6,normal
259.68,1.2,4795.64,585.64,dos
71.45,3.15,2628.74,4824.86,normal
32.44,9.44,3384.2,4222.81,normal
239.18,1.28,6015.06,738.25,dos
34.4,4.38,2995.17,500.0,normal
50.32,8.69,2851.79,2077.75,normal
252.33,0.1,4654.71,418.65,dos
106.92,5.66,500.0,2347.17,normal
236.42,1.5,4722.09,1035.07,dos
162.61,2.92,8428.29,891.08,dos
42.11,8.06,1864.01,1523.11,normal
26.26,0.5,1952.05,4042.6,normal
50.01,4.0,1923.8,2895.95,normal
68.71,4.4,4102.13,1065.92,normal
64.26,0.79,1744.75,3195.16,normal
372.91,1.2,7632.55,1068.11,dos
276.29,0.64,6606.76,824.25,dos
50.68,7.73,2963.23,1986.22,normal
111.41,2.56,500.0,1981.9,normal
34.07,4.61,715.15,4832.82,normal
70.71,6.29,3591.14,3130.14,normal
179.94,1.4,4266.51,992.06,dos
38.54,3.44,2989.72,1970.23,normal
35.04,9.33,1678.0,4816.79,normal
45.11,2.61,2661.93,3120.98,normal
87.86,6.87,3443.19,2574.58,normal
59.39,12.48,3415.77,3488.98,normal
244.61,0.23,5454.31,1557.62,dos
211.65,1.58,5195.16,1006.99,dos
238.55,0.99,5156.05,1726.98,dos
89.32,8.08,1688.72,3388.09,normal
196.9,3.99,10723.69,649.17,dos
353.82,2.07,4240.06,763.61,dos
263.17,0.1,6808.02,510.52,dos
308.1,0.72,5094.68,293.91,dos
77.88,5.58,3907.56,2320.82,normal
59.16,12.8,2517.26,2942.7,normal
51.78,0.5,2633.47,3794.62,normal
35.35,0.51,2934.29,3712.45,normal
44.94,5.25,2723.31,1063.4,normal
289.01,1.19,6652.45,1777.76,dos
77.74,10.23,1484.32,1466.3,normal
235.73,2.1,9944.76,100.0,dos
195.61,2.2,9339.98,590.27,dos
269.75,2.91,3100.96,661.04,dos
64.27,3.66,3266.75,2688.28,normal
235.07,3.03,5928.32,879.48,dos
161.41,1.06,6058.93,652.28,dos
313.88,3.51,5783.31,1232.82,dos
41.14,9.49,1196.84,3869.75,normal
83.3,4.88,1757.21,4175.76,normal
339.08,1.56,8277.65,385.57,dos
93.01,5.34,500.0,2752.34,normal
163.4,1.68,6658.8,244.56,dos
289.1,1.61,4837.22,770.74,dos
421.22,1.31,7577.65,100.0,dos
207.52,3.55,3623.13,814.71,dos
219.23,1.63,6623.97,1729.43,dos
185.26,1.17,6488.83,488.79,dos
65.61,7.84,1329.88,4050.89,normal
236.19,0.15,6753.05,1081.15,dos
67.42,5.98,2028.16,2009.59,normal
272.93,1.73,4566.47,1679.38,dos
44.34,0.5,2162.77,2077.23,normal
100.0,1.21,7090.91,431.31,dos
75.31,4.41,2388.09,1545.79,normal
10.0,5.86,3458.38,3149.9,normal
139.09,2.56,8458.76,1855.56,dos
76.87,1.41,1150.96,1476.14,normal
294.63,1.0,7502.06,763.71,dos
277.09,1.31,8396.52,733.73,dos
190.24,0.98,7519.38,961.45,dos
243.63,0.1,4538.43,100.0,dos
59.21,5.22,5503.89,5052.76,normal
196.49,0.79,6914.2,575.86,dos
207.7,0.96,6712.89,759.38,dos
290.11,2.34,7933.47,1253.8,dos
277.86,1.98,8201.86,986.7,dos
220.21,0.1,5926.48,344.47,dos
224.79,0.1,8380.7,1257.56,dos
110.33,0.5,3130.2,4322.82,normal
78.7,3.11,2870.87,3312.44,normal
132.98,1.14,9503.64,1473.55,dos
68.79,7.08,2901.13,2455.67,normal
45.95,2.52,4040.49,2485.88,normal
84.47,3.07,935.2,4283.38,normal
74.8,5.3,2942.86,2131.25,normal
62.16,2.08,1672.81,500.0,normal
57.39,0.5,2477.99,2801.91,normal
163.05,0.24,5933.28,120.9,dos
42.02,0.56,3004.92,4334.53,normal
63.16,8.61,3816.49,2096.62,normal
302.34,2.2,4873.57,661.92,dos
48.72,11.36,2090.43,2482.3,normal
67.86,11.13,3049.98,2261.68,normal
61.09,4.9,500.0,1436.84,normal
48.15,3.1,2283.03,2121.32,normal
60.52,2.37,3913.7,838.48,normal
58.01,2.44,4311.43,2772.78,normal
201.23,2.86,7188.98,318.71,dos
10.0,6.04,3841.8,2986.04,normal
326.94,0.36,2000.0,687.0,dos
205.63,0.6,6089.38,1333.9,dos
29.72,5.63,3478.71,729.26,normal
33.44,6.18,1473.42,1699.41,normal
319.23,1.32,7966.5,858.54,dos
255.38,1.53,6225.4,492.62,dos
57.76,9.1,2847.21,1963.31,normal
201.12,1.2,5022.12,869.36,dos
380.69,1.69,5742.73,1694.51,dos
286.24,0.77,10128.95,1457.01,dos
269.67,1.16,3433.19,283.0,dos
57.98,7.21,3239.9,1409.99,normal
330.95,1.97,6221.54,100.0,dos
253.34,2.02,7862.29,383.35,dos
41.32,9.04,1128.47,1930.05,normal
54.03,5.72,563.96,500.0,normal
228.4,0.23,2984.31,735.35,dos
200.98,3.98,5495.42,905.59,dos
356.2,0.51,3804.97,100.0,dos
264.29,0.97,5543.27,1423.13,dos
345.2,2.31,7233.49,1465.06,dos
72.51,3.2,1152.52,2171.21,normal
40.19,7.14,2106.65,4131.73,normal
277.35,1.7,4900.29,1104.6,dos
53.87,2.7,1262.67,3360.26,normal
40.0,6.19,572.08,2638.03,normal
197.7,0.1,4664.6,378.02,dos
396.31,0.99,9430.38,493.3,dos
265.05,2.58,3243.56,205.99,dos
100.0,0.87,5608.0,902.43,dos
275.41,1.06,4382.71,750.55,dos
70.63,11.12,4345.92,2837.63,normal
146.1,1.74,7734.86,1766.29,dos
298.31,0.84,9069.31,978.65,dos
174.62,0.83,4826.94,387.3,dos
217.33,1.69,7527.78,435.58,dos
230.7,1.59,3661.34,995.5,dos
298.74,1.98,6850.62,1272.07,dos
345.28,0.1,5416.04,1069.29,dos
74.27,5.32,2126.83,3623.6,normal
163.04,1.35,4689.19,325.41,dos
48.2,4.91,1903.16,2872.21,normal
50.91,6.67,4292.97,1726.59,normal
63.67,6.14,3525.93,3644.31,normal
223.95,1.06,5506.07,527.31,dos
66.68,3.96,2139.32,579.77,normal
299.76,0.68,6689.44,760.96,dos
10.0,1.48,4342.64,1216.72,normal
61.82,4.45,901.9,2673.55,normal
249.65,0.95,2000.0,1294.01,dos
33.76,4.33,2777.82,3495.07,normal
244.6,1.0,5873.88,1094.21,dos
222.75,2.03,3983.02,313.62,dos
46.68,4.91,2665.83,4664.94,normal
72.7,7.1,861.04,1879.88,normal
77.9,6.45,4729.42,2791.87,normal
324.75,1.35,9300.2,539.42,dos
73.41,6.29,886.78,1137.47,normal
336.09,0.93,2957.8,956.99,dos
205.88,1.36,3660.28,1965.99,dos
80.74,7.1,1500.56,2601.76,normal
36.5,7.2,3516.13,2078.86,normal
188.45,1.34,8641.65,1763.14,dos
404.81,0.1,7391.0,316.65,dos
10.0,0.5,1803.57,1195.52,normal
158.31,0.1,10390.57,498.12,dos
33.01,8.1,500.0,4216.21,normal
243.21,0.32,5774.34,445.14,dos
312.42,2.29,7227.53,872.32,dos
184.21,1.62,5187.21,182.39,dos
33.52,0.78,2229.13,3813.92,normal
44.99,4.85,2389.4,2792.34,normal
230.31,0.1,4579.56,813.58,dos
55.33,8.31,1644.17,500.0,normal
66.96,4.71,2730.39,2111.11,normal
196.29,2.09,10340.51,986.99,dos
273.18,0.1,11219.9,1094.88,dos
446.14,0.1,8355.44,100.0,dos
408.35,1.93,4253.49,1697.53,dos
257.95,1.84,9551.18,339.59,dos
70.49,2.27,2629.03,2405.05,normal
13.12,4.73,638.77,2883.73,normal
76.48,9.04,2058.33,1724.91,normal
46.89,1.98,2284.44,3317.99,normal
72.05,3.26,2615.65,1924.65,normal
160.58,3.29,7158.96,580.45,dos
15.72,9.3,2304.51,1205.96,normal
188.82,3.7,6855.7,115.92,dos
236.82,1.69,4309.18,351.83,dos
193.35,1.44,6202.57,1289.23,dos
260.13,2.63,8502.46,760.15,dos
208.15,0.1,9410.69,175.4,dos
48.48,0.5,3040.97,1898.51,normal
44.96,1.29,3488.11,1348.32,normal
179.3,0.82,7925.24,262.39,dos
328.71,1.11,2000.0,370.24,dos
30.1,6.59,2208.73,2176.31,normal
59.43,2.23,1595.55,3261.96,normal
61.43,1.15,2458.51,500.0,normal
163.61,2.67,8416.34,1143.92,dos
73.28,7.06,3382.82,500.0,normal
86.82,7.84,4274.22,1876.21,normal
63.38,5.99,4892.06,1523.97,normal
283.07,1.65,7004.41,772.22,dos
16.03,0.5,999.74,3926.17,normal
186.01,1.61,7350.16,1321.32,dos
55.22,7.06,1514.46,3161.68,normal
63.76,5.07,2337.6,3551.25,normal
50.76,8.25,2552.69,2877.15,normal
25.66,0.52,1132.86,1628.93,normal
94.17,3.5,1356.21,4087.57,normal
77.95,8.93,1871.49,500.0,normal
288.02,0.85,6229.47,871.47,dos
235.89,1.62,6930.87,1207.62,dos
43.21,9.5,1606.03,1860.76,normal
37.09,1.63,2662.34,2336.68,normal
34.25,2.65,2347.4,1699.33,normal
223.81,1.31,5148.89,120.79,dos
361.36,1.62,6715.65,576.25,dos
49.01,9.33,2771.57,4596.47,normal
45.39,0.5,1075.44,3059.38,normal
146.22,1.64,5942.05,186.92,dos
82.25,6.32,1844.14,4566.36,normal
223.68,2.56,7373.6,443.78,dos
166.54,1.74,6356.88,1022.89,dos
59.34,12.62,4737.04,2730.63,normal
220.16,1.63,6126.35,1318.66,dos
65.96,2.23,3230.78,2492.06,normal
333.85,0.1,6318.29,1273.72,dos
66.02,1.7,500.0,2684.63,normal
56.75,6.62,4972.51,2437.02,normal
338.55,0.68,9476.36,1049.43,dos
74.35,7.14,5361.52,1354.35,normal
33.18,6.3,2660.73,3557.22,normal
120.39,1.73,5200.09,1138.36,dos
237.02,2.0,5174.21,471.71,dos
38.74,5.98,4265.68,3622.59,normal
57.47,0.5,3113.7,500.0,normal
75.9,1.64,1864.27,2090.0,normal
266.34,1.62,5462.57,1479.71,dos
238.81,2.63,10341.87,100.0,dos
40.23,8.41,3454.82,2225.09,normal
72.35,3.91,2964.58,642.96,normal
73.16,5.94,4828.19,500.0,normal
200.6,1.12,6956.43,100.0,dos
54.14,5.2,1800.2,956.24,normal
100.0,0.1,4263.94,798.61,dos
78.83,1.45,4800.75,3719.03,normal
143.28,1.45,10149.85,100.0,dos
25.83,4.53,5476.78,4800.71,normal
349.7,1.58,2851.93,630.69,dos
58.26,7.49,1097.81,2009.3,normal
88.43,8.1,697.28,3582.79,normal
34.6,8.56,500.0,4111.35,normal
22.2,5.32,4209.14,3763.94,normal
239.28,0.99,6563.64,1160.79,dos
172.57,0.89,4799.2,813.6,dos
319.12,1.63,6867.14,695.03,dos
43.91,6.09,2541.27,3003.21,normal
80.89,10.07,827.42,1585.41,normal
258.44,3.11,7997.21,1130.8,dos
176.32,1.44,6734.93,100.0,dos
32.01,1.63,500.0,2669.87,normal
36.27,4.41,1803.11,2354.22,normal
87.43,9.61,2665.31,3578.85,normal
37.31,8.31,4131.26,1846.72,normal
72.41,7.86,2882.95,2152.62,normal
113.69,1.12,10647.46,1078.53,dos
86.22,4.3,514.59,4567.15,normal
30.01,6.24,2838.4,3463.98,normal
10.0,6.02,3525.55,3270.97,normal
128.63,0.72,7254.48,1457.12,dos
245.87,0.81,5715.42,1499.01,dos
412.02,0.52,2000.0,1894.2,dos
339.21,1.53,4625.86,980.13,dos
150.06,1.86,8540.77,866.47,dos
333.1,0.1,4898.73,1447.81,dos
395.17,1.63,5182.46,963.72,dos
228.51,1.34,2641.03,632.71,dos
36.95,4.69,1701.94,1570.38,normal
218.36,1.81,7613.65,623.37,dos
198.66,1.9,7257.66,100.0,dos
285.64,0.95,6349.42,314.6,dos
226.11,2.0,7943.48,504.6,dos
368.72,1.44,4974.23,915.35,dos
315.6,0.54,4757.53,1154.98,dos
55.68,5.33,2494.88,2553.79,normal
268.99,1.82,6851.83,1251.95,dos
39.92,8.34,500.0,500.0,normal
26.3,0.55,500.0,2552.37,normal
35.86,3.52,4033.45,1208.97,normal
75.64,5.66,796.74,2020.8,normal
47.17,3.7,3363.19,1774.15,normal
64.49,2.53,752.74,3653.63,normal
105.65,5.22,2568.05,1696.77,normal
203.65,1.53,4076.23,100.0,dos
343.46,0.65,7447.38,1350.27,dos
72.03,6.17,4037.66,5532.41,normal
73.05,5.89,1153.64,3999.79,normal
167.83,2.4,6995.87,849.16,dos
55.43,1.13,500.0,3068.01,normal
309.09,2.16,9162.22,100.0,dos
139.83,4.99,2537.91,500.0,normal
311.66,1.82,6797.66,884.55,dos
254.47,0.1,5510.09,1002.41,dos
74.56,6.59,3651.1,2911.04,normal
10.0,3.04,2430.56,4111.3,normal
41.27,6.22,1914.38,1581.84,normal
250.25,2.87,8551.86,1110.21,dos
230.57,1.6,5354.12,117.19,dos
82.97,6.74,1928.78,1579.27,normal
34.31,1.65,1898.02,500.0,normal
357.36,2.62,7301.29,1258.17,dos
222.04,1.51,4333.36,1054.06,dos
331.01,2.55,5438.49,1407.44,dos
249.02,0.87,3526.41,100.0,dos
55.8,10.25,3189.26,1897.47,normal
415.89,2.16,5360.85,391.85,dos
217.98,3.38,4010.17,447.69,dos
200.48,2.11,3395.99,1534.65,dos
233.82,3.1,8046.02,610.51,dos
26.35,5.43,2297.99,3248.1,normal
206.28,0.1,12000.0,817.46,dos
229.01,2.18,8072.8,529.87,dos
79.22,4.31,2597.37,500.0,normal
67.57,8.52,1278.1,4100.37,normal
71.1,0.5,2006.59,2335.25,normal
83.44,8.81,4765.43,1847.44,normal
102.58,5.58,1700.48,1935.19,normal
85.88,7.5,2382.86,4206.27,normal
58.24,3.84,2671.23,2545.56,normal
40.02,6.27,2621.99,2244.04,normal
339.33,0.51,9026.87,606.98,dos
219.24,2.56,7575.61,497.76,dos
18.47,9.17,2322.95,885.25,normal
300.01,1.25,7801.68,579.04,dos
58.47,2.28,1822.84,2009.0,normal
236.14,2.17,8516.33,609.06,dos
273.34,0.4,11049.94,100.0,dos
48.22,7.68,1095.2,4534.44,normal
174.31,2.18,6147.27,912.6,dos
53.22,9.21,1160.72,1184.05,normal
96.78,7.96,3626.09,1657.52,normal
265.42,2.3,3797.87,1024.08,dos
40.45,2.64,2335.35,1877.88,normal
280.05,4.23,2000.0,830.49,dos
50.59,5.07,2532.99,1652.53,normal
129.85,3.55,3643.06,994.26,dos
45.59,0.5,3381.31,1863.3,normal
42.0,8.21,2644.24,2492.32,normal
117.82,1.95,3558.53,1047.54,dos
44.71,4.95,500.0,3687.52,normal
245.06,2.17,7490.5,156.72,dos
82.3,4.8,2283.22,3332.22,normal
297.31,1.36,7678.89,1394.41,dos
36.47,0.5,1390.43,1343.8,normal
96.33,2.48,3692.8,5907.55,normal
102.39,2.75,2030.93,3641.53,normal
251.6,2.8,2000.0,100.0,dos
177.06,2.01,6071.29,167.21,dos
267.44,1.13,3943.94,537.08,dos
181.43,1.69,4926.43,968.76,dos
325.49,1.9,6225.79,713.83,dos
308.84,0.86,5187.57,1359.41,dos
77.32,4.96,5482.38,2032.95,normal
336.23,2.97,6950.11,100.0,dos
235.41,0.34,4126.33,213.07,dos
166.77,1.19,2607.83,1244.58,dos
151.66,3.14,9715.45,918.74,dos
130.88,2.48,5667.05,939.31,dos
176.46,3.77,4107.34,100.0,dos
42.18,3.54,3313.16,3395.53,normal
32.5,0.5,2205.63,500.0,normal
81.99,2.95,1727.35,1791.93,normal
56.24,6.34,2602.41,1631.79,normal
151.25,0.62,8546.76,587.93,dos
78.99,7.54,2684.23,1689.14,normal
40.55,5.06,1887.65,1851.83,normal
190.34,2.03,5297.44,747.01,dos
75.81,6.63,3219.57,2146.28,normal
250.23,2.0,5031.44,100.0,dos
73.03,6.5,1056.79,500.0,normal
56.79,3.09,3217.81,500.0,normal
252.24,1.28,5901.56,810.66,dos
178.55,0.77,8415.91,100.0,dos
58.77,6.0,1293.33,3112.81,normal
151.56,0.71,8032.71,279.26,dos
64.77,5.96,3728.44,2359.37,normal
55.62,8.31,594.13,1303.76,normal
307.4,1.26,4247.51,1524.98,dos
111.05,8.67,4836.79,2480.77,normal
120.18,0.61,7659.55,379.36,dos
30.42,7.8,2700.15,3338.68,normal
31.88,3.43,2713.49,3420.46,normal
31.86,5.28,1683.82,3013.41,normal
262.72,0.41,8238.55,328.1,dos
278.78,1.73,6149.58,100.0,dos
67.69,3.11,2177.59,3073.38,normal
72.86,6.62,1770.97,610.14,normal
317.47,1.27,6922.92,847.0,dos
24.43,7.83,3732.63,1902.01,normal
78.07,6.78,2200.27,4746.06,normal
313.36,1.01,2000.0,945.2,dos
66.71,9.43,1886.49,2257.87,normal
173.38,1.25,4753.98,485.77,dos
70.34,6.26,2719.5,1609.82,normal
32.69,4.72,1637.82,1058.16,normal
44.79,7.0,2714.46,3395.58,normal
228.4,2.01,7596.9,1683.77,dos
296.4,0.1,5583.26,1076.4,dos
43.67,0.5,3257.7,910.17,normal
163.65,2.79,7736.67,1221.97,dos
44.33,4.17,500.0,500.0,normal
52.5,2.53,1204.63,2835.77,normal
255.29,1.73,7498.4,1181.96,dos
31.43,7.78,2868.4,3979.27,normal
24.44,7.24,2586.0,2165.59,normal
249.58,2.4,3714.19,429.4,dos
303.76,3.38,6306.86,2014.41,dos
40.18,9.2,1910.95,4465.94,normal
264.19,2.88,7723.35,1757.18,dos
338.15,0.8,3780.26,1343.48,dos
331.63,2.97,5620.68,386.32,dos
53.51,8.26,1296.04,567.8,normal
350.18,1.51,3656.51,292.27,dos
410.46,0.51,2256.01,623.57,dos
313.53,1.14,6367.12,1153.4,dos
259.04,1.48,4230.78,227.95,dos
420.28,1.07,5885.51,647.68,dos
43.32,5.55,1972.38,583.05,normal
98.69,4.0,2485.16,1959.15,normal
85.98,7.03,3294.08,2677.39,normal
42.7,8.5,3451.91,3034.48,normal
283.99,2.75,3261.82,100.0,dos
69.99,7.35,837.57,2004.74,normal
63.34,5.34,5062.39,1015.18,normal
30.96,2.11,4025.01,2645.24,normal
276.84,1.79,5066.95,1411.59,dos
332.8,2.29,4448.71,693.38,dos
235.38,2.78,7558.87,705.53,dos
22.02,2.8,500.0,1694.19,normal
50.4,3.63,4054.18,2203.77,normal
12.66,7.12,2519.09,1436.66,normal
65.24,9.4,2422.72,1376.62,normal
303.5,0.8,6102.04,781.98,dos
69.84,7.51,2245.73,4682.16,normal
211.75,2.54,2876.07,509.79,dos
88.2,2.01,3202.98,3851.75,normal
121.95,2.33,5488.87,582.7,dos
24.18,10.24,1799.99,2533.56,normal
76.82,6.78,1248.49,2515.48,normal
72.34,7.02,2044.11,3921.63,normal
81.86,4.92,4413.9,2139.47,normal
289.05,1.98,7536.87,898.87,dos
76.99,7.87,1516.88,2410.07,normal
69.57,4.2,1733.12,4353.2,normal
92.37,0.5,730.27,518.74,normal
256.43,0.1,6259.47,1084.87,dos
205.45,2.45,5942.11,100.0,dos
360.07,0.3,11847.11,1313.54,dos
211.72,2.39,7582.14,168.13,dos
150.0,5.19,1673.57,2408.58,normal
31.73,0.78,3204.16,676.16,normal
373.25,2.88,10456.95,1159.23,dos
55.33,7.93,4880.05,1663.56,normal
128.91,2.52,6822.04,425.84,dos
394.33,1.35,4496.12,1916.62,dos
69.18,1.87,1899.82,2630.54,normal
59.77,8.77,4290.33,3278.56,normal
51.97,2.6,4448.24,2963.47,normal
74.12,1.42,515.25,2650.16,normal
257.18,2.19,10024.66,798.46,dos
